block,registration_gap,pct_registered,total_eligible_to_vote,registered_total,hisp_registration_gap,pct_hisp_registered,total_eligible_hispanic,registered_hisp_total,registered_1824_total,registered_2534_total,registered_3544_total
060816111002031,-1,1.0714285714285714,14,15,0,1,1,1,4,0,1
060816112001008,-1,1.0135135135135136,74,75,2,0.8888888888888888,18,16,8,12,16
060816112002001,-1,1.0285714285714285,35,36,4,0.3333333333333333,6,2,5,7,4
060816113004016,-1,1.0294117647058822,34,35,1,0,1,0,5,5,6
060816098002002,-2,1.048780487804878,41,43,1,0.8,5,4,5,5,9
060816099002001,-2,1.08,25,27,-2,1.6666666666666667,3,5,2,5,2
060816099002015,-2,1.018348623853211,109,111,6,0.5,12,6,12,11,17
060816100001003,-2,1.0172413793103448,116,118,3,0.7272727272727273,11,8,9,42,19
060816100002001,-2,1.0465116279069768,43,45,8,0.42857142857142855,14,6,8,2,4
060816101001007,-2,1.0869565217391304,23,25,-1,1.25,4,5,2,3,6
060816102031007,-2,1.0689655172413792,29,31,3,0.875,24,21,7,9,1
060816102031012,-2,1.0526315789473684,38,40,3,0.896551724137931,29,26,10,9,6
060816102031020,-2,1.1818181818181819,11,13,-4,2,4,8,3,1,1
060816103032015,-2,1.1818181818181819,11,13,4,0,4,0,0,1,2
060816103032020,-2,1.1176470588235294,17,19,0,NA,0,0,3,0,5
060816103034006,-2,1.0588235294117647,34,36,1,0,1,0,5,1,8
060816104001004,-2,1.025974025974026,77,79,-1,1.0555555555555556,18,19,8,20,10
060816104001005,-2,1.0235294117647058,85,87,2,0.9487179487179487,39,37,9,16,11
060816105001000,-2,Inf,0,2,0,NA,0,0,0,1,1
060816107001004,-2,1.0714285714285714,28,30,-1,1.1111111111111112,9,10,3,10,7
060816109011015,-2,1.0571428571428572,35,37,-7,1.7777777777777777,9,16,4,7,9
060816109012001,-2,1.0454545454545454,44,46,2,0.9090909090909091,22,20,0,15,8
060816109021006,-2,1.0833333333333333,24,26,-4,2,4,8,3,3,1
060816111001013,-2,1.105263157894737,19,21,-2,2,2,4,0,1,5
060816111001020,-2,1.032258064516129,62,64,-2,2,2,4,6,6,10
060816112002000,-2,1.0217391304347827,92,94,1,0.9166666666666666,12,11,7,11,16
060816097001029,-3,1.2307692307692308,13,16,0,NA,0,0,5,2,0
060816097002014,-3,1.2307692307692308,13,16,-2,Inf,0,2,0,2,2
060816098001009,-3,1.12,25,28,-2,Inf,0,2,2,1,9
060816098003003,-3,1.3,10,13,2,0,2,0,1,4,1
060816099002013,-3,Inf,0,3,0,NA,0,0,0,0,0
060816099002020,-3,1.06,50,53,-1,1.1428571428571428,7,8,13,7,4
060816100001015,-3,1.032258064516129,93,96,0,1,21,21,10,34,20
060816101001028,-3,1.1363636363636365,22,25,-4,2.3333333333333335,3,7,4,5,1
060816103032009,-3,1.25,12,15,0,NA,0,0,1,1,0
060816103034007,-3,1.032967032967033,91,94,-9,4,3,12,13,35,19
060816105001013,-3,Inf,0,3,-1,Inf,0,1,0,0,1
060816110002016,-3,1.25,12,15,0,1,6,6,2,4,4
060816111001024,-3,1.0833333333333333,36,39,-9,10,1,10,0,3,4
060816111002027,-3,1.0857142857142856,35,38,-2,3,1,3,2,1,12
060816111002038,-3,1.04,75,78,-2,1.2,10,12,7,9,15
060816112001009,-3,1.0555555555555556,54,57,4,0.6666666666666666,12,8,7,6,14
060816112002016,-3,1.0422535211267605,71,74,7,0.631578947368421,19,12,11,6,11
060816113004003,-3,1.0454545454545454,66,69,1,0.8571428571428571,7,6,9,3,8
060816096033020,-4,1.0869565217391304,46,50,1,0.5,2,1,8,3,8
060816098002003,-4,1.1111111111111112,36,40,5,0.5454545454545454,11,6,1,10,6
060816099001019,-4,1.1818181818181819,22,26,-2,2,2,4,2,5,4
060816099002002,-4,1.1025641025641026,39,43,0,NA,0,0,2,3,6
060816100003003,-4,2,4,8,2,0,2,0,0,3,1
060816102014002,-4,Inf,0,4,0,NA,0,0,0,0,1
060816102022042,-4,1.0975609756097562,41,45,1,0.8333333333333334,6,5,5,10,1
060816103031000,-4,1.032520325203252,123,127,-7,Inf,0,7,21,6,9
060816109022017,-4,1.1666666666666667,24,28,1,0.8571428571428571,7,6,2,6,9
060816111001022,-4,1.1379310344827587,29,33,-1,2,1,2,2,1,4
060816111002002,-4,1.0493827160493827,81,85,-9,5.5,2,11,3,14,19
060816113004000,-4,1.0816326530612246,49,53,0,1,1,1,1,5,7
060816097002039,-5,1.625,8,13,0,1,1,1,0,3,0
060816098003014,-5,1.1219512195121952,41,46,6,0.5,12,6,4,5,7
060816099002003,-5,1.131578947368421,38,43,2,0.5,4,2,4,7,5
060816100001010,-5,1.0526315789473684,95,100,5,0.6153846153846154,13,8,3,29,23
060816100001017,-5,1.2941176470588236,17,22,0,1,1,1,1,9,3
060816103032014,-5,1.1162790697674418,43,48,1,0,1,0,5,5,6
060816103032024,-5,1.108695652173913,46,51,-3,2.5,2,5,0,3,10
060816104002007,-5,1.1,50,55,-7,1.411764705882353,17,24,7,16,10
060816107002013,-5,1.0980392156862746,51,56,-2,2,2,4,5,8,7
060816109021014,-5,1.0595238095238095,84,89,-18,1.6206896551724137,29,47,15,23,15
060816109022010,-5,1.625,8,13,-6,4,2,8,3,1,1
060816111001019,-5,1.0724637681159421,69,74,1,0.5,2,1,10,1,11
060816111001021,-5,1.0704225352112675,71,76,-3,1.6,5,8,4,6,19
060816111002018,-5,1.058139534883721,86,91,-9,3.25,4,13,9,13,9
060816112001014,-5,1.0704225352112675,71,76,-1,1.125,8,9,4,9,13
060816096033016,-6,1.2608695652173914,23,29,3,0.4,5,2,8,1,4
060816097002033,-6,1.3,20,26,0,1,2,2,5,1,3
060816099001001,-6,1.25,24,30,-1,1.5,2,3,3,4,5
060816099001002,-6,1.1395348837209303,43,49,-1,2,1,2,6,5,7
060816099001009,-6,1.1071428571428572,56,62,0,NA,0,0,9,11,6
060816099001016,-6,1.1111111111111112,54,60,-5,6,1,6,5,3,11
060816099002000,-6,1.1395348837209303,43,49,-3,2.5,2,5,3,9,5
060816100002002,-6,1.103448275862069,58,64,-3,1.6,5,8,9,5,5
060816100003005,-6,1.2727272727272727,22,28,4,0.2,5,1,2,9,3
060816102013006,-6,1.25,24,30,-12,3.4,5,17,4,16,2
060816103041016,-6,1.2307692307692308,26,32,1,0,1,0,5,1,2
060816107003006,-6,1.1363636363636365,44,50,2,0.3333333333333333,3,1,7,7,6
060816109021012,-6,1.24,25,31,-5,2.25,4,9,2,11,7
060816109022000,-6,1.2,30,36,0,1,5,5,5,5,6
060816110002012,-6,1.0952380952380953,63,69,13,0.38095238095238093,21,8,6,17,12
060816110004013,-6,1.127659574468085,47,53,-4,2.3333333333333335,3,7,4,13,11
060816110004015,-6,1.2608695652173914,23,29,0,1,1,1,3,3,6
060816111001004,-6,1.1428571428571428,42,48,3,0,3,0,6,2,6
060816111001005,-6,1.1333333333333333,45,51,4,0,4,0,1,3,10
060816098001000,-7,1.0972222222222223,72,79,16,0.4074074074074074,27,11,8,19,11
060816098004002,-7,1.05,140,147,-13,2.625,8,21,17,14,27
060816100001007,-7,1.11864406779661,59,66,-3,2,3,6,4,6,12
060816101001023,-7,1.2692307692307692,26,33,1,0.8888888888888888,9,8,3,8,6
060816101002000,-7,1.106060606060606,66,73,0,1,9,9,3,12,19
060816103032004,-7,1.2258064516129032,31,38,-2,3,1,3,5,1,4
060816103032012,-7,1.5384615384615385,13,20,1,0,1,0,2,1,0
060816103032017,-7,1.7,10,17,0,1,3,3,3,2,1
060816103041008,-7,1.2333333333333334,30,37,-6,3,3,9,2,5,5
060816103042019,-7,1.3333333333333333,21,28,-1,2,1,2,2,6,1
060816107002012,-7,1.1590909090909092,44,51,-10,2.111111111111111,9,19,7,4,12
060816107004004,-7,1.0843373493975903,83,90,-9,2.5,6,15,13,14,13
060816109012007,-7,1.368421052631579,19,26,-1,1.5,2,3,3,1,3
060816110004011,-7,1.0538461538461539,130,137,-3,1.2,15,18,9,29,37
060816098001010,-8,1.205128205128205,39,47,6,0.6470588235294118,17,11,6,7,9
060816099001014,-8,1.1777777777777778,45,53,-6,Inf,0,6,0,8,5
060816100002012,-8,1.1777777777777778,45,53,-3,1.5,6,9,7,3,13
060816100003002,-8,1.150943396226415,53,61,1,0.5,2,1,3,7,10
060816101001016,-8,1.3333333333333333,24,32,0,1,8,8,1,5,9
060816103031011,-8,1.1194029850746268,67,75,-4,Inf,0,4,14,5,3
060816103041013,-8,1.4444444444444444,18,26,-5,3.5,2,7,3,7,4
060816103043004,-8,1.4,20,28,-1,Inf,0,1,4,3,9
060816110004003,-8,1.073394495412844,109,117,-8,1.7272727272727273,11,19,14,29,22
060816112002005,-8,1.2962962962962963,27,35,5,0,5,0,2,3,16
060816112002009,-8,1.0869565217391304,92,100,-4,1.4,10,14,8,7,18
060816097002045,-9,1.2903225806451613,31,40,-1,2,1,2,1,3,10
060816099002012,-9,2.125,8,17,-4,5,1,5,0,5,3
060816102013004,-9,1.75,12,21,-5,6,1,6,3,7,2
060816103041012,-9,1.4285714285714286,21,30,1,0.6666666666666666,3,2,2,4,1
060816103042015,-9,1.5,18,27,0,1,2,2,4,4,3
060816103043013,-9,Inf,0,9,-1,Inf,0,1,1,1,2
060816104002005,-9,1.1097560975609757,82,91,-3,1.0833333333333333,36,39,13,18,14
060816109011012,-9,1.6428571428571428,14,23,3,0.7,10,7,3,5,4
060816109011016,-9,1.1666666666666667,54,63,1,0.9333333333333333,15,14,2,15,11
060816109011017,-9,1.152542372881356,59,68,7,0.6818181818181818,22,15,7,9,13
060816110004006,-9,1.2,45,54,-5,1.7142857142857142,7,12,6,11,17
060816099002016,-10,1.25,40,50,-5,2,5,10,3,7,7
060816100001004,-10,1.3571428571428572,28,38,-2,1.6666666666666667,3,5,1,8,1
060816100001005,-10,1.263157894736842,38,48,5,0,5,0,6,5,5
060816100001023,-10,1.3571428571428572,28,38,2,0.3333333333333333,3,1,2,8,3
060816100001024,-10,1.1886792452830188,53,63,5,0.375,8,3,5,12,7
060816103033016,-10,1.1538461538461537,65,75,-2,2,2,4,19,4,3
060816103042018,-10,1.4166666666666667,24,34,4,0,4,0,3,6,4
060816103043002,-10,1.3571428571428572,28,38,-6,4,2,8,2,4,5
060816109021009,-10,1.1666666666666667,60,70,-14,2.076923076923077,13,27,11,17,8
060816111001009,-10,1.131578947368421,76,86,2,0.8333333333333334,12,10,13,8,15
060816111001011,-10,1.070921985815603,141,151,1,0.8571428571428571,7,6,14,20,11
060816111001015,-10,1.1136363636363635,88,98,-4,2.3333333333333335,3,7,4,15,18
060816112001001,-10,1.3225806451612903,31,41,2,0.875,16,14,6,9,6
060816099001000,-11,1.125,88,99,10,0.09090909090909091,11,1,12,12,9
060816099002005,-11,1.171875,64,75,-2,1.2857142857142858,7,9,10,6,14
060816100001006,-11,1.3666666666666667,30,41,-3,4,1,4,2,5,12
060816100002000,-11,1.34375,32,43,0,1,2,2,8,2,6
060816101002001,-11,1.2075471698113207,53,64,0,1,8,8,8,7,18
060816102013001,-11,1.6111111111111112,18,29,-6,4,2,8,3,11,5
060816102031010,-11,1.6111111111111112,18,29,-1,1.0625,16,17,8,6,1
060816103032013,-11,1.22,50,61,7,0,7,0,5,13,11
060816103042020,-11,1.2894736842105263,38,49,-2,Inf,0,2,2,2,8
060816104003007,-11,1.22,50,61,-12,1.5714285714285714,21,33,6,11,9
060816109022007,-11,1.1929824561403508,57,68,-8,3.6666666666666665,3,11,5,11,15
060816110002013,-11,1.1833333333333333,60,71,4,0.7894736842105263,19,15,5,15,13
060816111002004,-11,1.1864406779661016,59,70,2,0.5,4,2,6,6,13
060816111002011,-11,1.1964285714285714,56,67,2,0.6,5,3,7,8,10
060816111003003,-11,1.2037037037037037,54,65,-6,3,3,9,9,5,4
060816096033012,-12,1.2666666666666666,45,57,2,0.5,4,2,4,3,10
060816103041005,-12,1.48,25,37,-1,2,1,2,2,4,5
060816107002011,-12,1.0710059171597632,169,181,-5,1.2272727272727273,22,27,18,14,36
060816111002034,-12,1.2033898305084745,59,71,-11,3.2,5,16,6,8,14
060816111002039,-12,1.1967213114754098,61,73,-5,2.6666666666666665,3,8,7,11,16
060816113004011,-12,1.2142857142857142,56,68,-3,2,3,6,4,8,12
060816097002000,-13,1.52,25,38,0,1,1,1,5,1,3
060816098002009,-13,1.4333333333333333,30,43,-2,3,1,3,5,6,4
060816099002011,-13,1.2407407407407407,54,67,5,0.4444444444444444,9,4,9,3,9
060816100001009,-13,1.288888888888889,45,58,-1,1.3333333333333333,3,4,4,6,12
060816102013009,-13,1.8125,16,29,-12,4,4,16,5,4,3
060816102021018,-13,1.52,25,38,1,0.8,5,4,0,15,7
060816103022014,-13,1.1428571428571428,91,104,-5,2.25,4,9,3,25,32
060816103031006,-13,1.2826086956521738,46,59,-4,Inf,0,4,9,1,8
060816103033008,-13,1.2203389830508475,59,72,-3,1.75,4,7,10,4,3
060816109011001,-13,1.6842105263157894,19,32,-4,1.4,10,14,0,6,4
060816109022008,-13,1.2321428571428572,56,69,-3,1.25,12,15,11,17,9
060816111001023,-13,1.3823529411764706,34,47,1,0,1,0,7,3,8
060816112002004,-13,1.2765957446808511,47,60,-5,3.5,2,7,2,7,14
060816097002042,-14,1.3888888888888888,36,50,0,NA,0,0,3,2,12
060816099002019,-14,1.14,100,114,-10,1.9090909090909092,11,21,10,22,14
060816102032004,-14,1.368421052631579,38,52,1,0.9615384615384616,26,25,4,8,12
060816111001016,-14,1.3181818181818181,44,58,-5,6,1,6,7,4,8
060816100003013,-15,1.4054054054054055,37,52,1,0.5,2,1,5,3,9
060816101002004,-15,1.5357142857142858,28,43,-2,2,2,4,5,1,8
060816102022039,-15,1.25,60,75,-6,1.6666666666666667,9,15,4,29,18
060816103022015,-15,1.2419354838709677,62,77,3,0.25,4,1,2,20,27
060816103033009,-15,2.6666666666666665,9,24,-5,3.5,2,7,5,6,6
060816103041001,-15,1.3571428571428572,42,57,1,0.5,2,1,2,5,4
060816111001006,-15,1.3658536585365855,41,56,-4,5,1,5,3,7,7
060816104003000,-16,1.0851063829787233,188,204,-25,1.337837837837838,74,99,30,30,31
060816109021011,-16,1.3636363636363635,44,60,-2,1.2857142857142858,7,9,6,14,15
060816111001008,-16,1.0438356164383562,365,381,-9,1.391304347826087,23,32,27,41,65
060816111002028,-16,1.457142857142857,35,51,-11,6.5,2,13,2,6,12
060816097002043,-17,1.346938775510204,49,66,0,1,1,1,6,11,10
060816098002006,-17,1.1440677966101696,118,135,-1,1.5,2,3,15,17,12
060816099002027,-17,2.888888888888889,9,26,-16,9,2,18,5,2,4
060816100001019,-17,1.3333333333333333,51,68,-8,2,8,16,4,11,14
060816100001020,-17,1.2179487179487178,78,95,-10,1.6666666666666667,15,25,11,18,11
060816102021027,-17,1.2537313432835822,67,84,-2,1.4,5,7,11,40,13
060816102022031,-17,1.25,68,85,0,1,3,3,10,41,14
060816102031008,-17,2.5454545454545454,11,28,-9,2.2857142857142856,7,16,2,7,6
060816110002005,-17,1.3777777777777778,45,62,-4,1.3333333333333333,12,16,11,6,12
060816112001003,-17,1.2266666666666666,75,92,0,1,9,9,6,15,15
060816102013000,-18,2.3846153846153846,13,31,-7,4.5,2,9,2,8,11
060816103033012,-18,1.9473684210526316,19,37,-1,2,1,2,0,5,10
060816111001003,-18,1.088235294117647,204,222,-6,1.6,10,16,20,29,43
060816098004006,-19,1.1637931034482758,116,135,-13,2.857142857142857,7,20,12,16,20
060816100001008,-19,1.5,38,57,-3,2,3,6,4,9,6
060816103031010,-19,1.3064516129032258,62,81,-5,Inf,0,5,7,9,10
060816103041011,-19,2.357142857142857,14,33,-1,2,1,2,5,2,2
060816103042017,-19,Inf,0,19,-4,Inf,0,4,1,4,2
060816109021005,-19,1.475,40,59,-8,2.3333333333333335,6,14,3,20,11
060816110004014,-19,1.5277777777777777,36,55,-2,3,1,3,2,9,11
060816097002012,-20,21,1,21,-3,Inf,0,3,3,5,1
060816099001003,-20,1.4166666666666667,48,68,-1,1.3333333333333333,3,4,6,12,11
060816099001008,-20,1.5128205128205128,39,59,-2,1.6666666666666667,3,5,6,6,10
060816100001021,-20,1.606060606060606,33,53,-5,2.6666666666666665,3,8,2,9,13
060816102013003,-20,1.1886792452830188,106,126,-40,2.4814814814814814,27,67,17,35,24
060816103043005,-20,1.3125,64,84,-6,2,6,12,6,9,7
060816103035004,-21,Inf,0,21,0,NA,0,0,2,1,0
060816109011018,-21,1.4285714285714286,49,70,0,1,8,8,5,19,10
060816109012002,-21,1.3962264150943395,53,74,-4,1.4,10,14,9,20,15
060816110004007,-21,1.2727272727272727,77,98,-9,1.8181818181818181,11,20,7,33,18
060816097002011,-22,1.6470588235294117,34,56,-1,1.3333333333333333,3,4,8,7,4
060816098004009,-22,1.201834862385321,109,131,5,0.375,8,3,13,13,20
060816098004011,-22,1.2528735632183907,87,109,-2,1.6666666666666667,3,5,2,16,12
060816103041002,-22,1.5789473684210527,38,60,-3,Inf,0,3,4,5,5
060816103041007,-22,2.1,20,42,0,NA,0,0,4,3,8
060816104001000,-22,3.4444444444444446,9,31,-7,4.5,2,9,3,4,7
060816107003002,-22,1.7857142857142858,28,50,-2,3,1,3,2,3,10
060816110004008,-22,2.8333333333333335,12,34,-6,Inf,0,6,7,5,4
060816112002008,-22,1.4489795918367347,49,71,-6,7,1,7,3,4,11
060816101002007,-23,1.4791666666666667,48,71,-1,1.1428571428571428,7,8,6,12,15
060816103033015,-23,1.1385542168674698,166,189,3,0.4,5,2,16,21,25
060816097002013,-24,9,3,27,-3,Inf,0,3,1,1,5
060816108001007,-26,1.302325581395349,86,112,-7,1.5,14,21,15,25,29
060816111001025,-26,1.2826086956521738,92,118,-8,2.3333333333333335,6,14,15,12,10
060816108003003,-27,1.5192307692307692,52,79,-9,1.5294117647058822,17,26,11,36,16
060816103042024,-30,1.394736842105263,76,106,2,0.3333333333333333,3,1,12,4,15
060816101002002,-31,1.2313432835820894,134,165,-10,1.5,20,30,15,24,34
060816101001001,-32,2.5238095238095237,21,53,-14,15,1,15,4,9,13
060816103031012,-32,1.653061224489796,49,81,-2,Inf,0,2,10,5,11
060816103033010,-34,2.619047619047619,21,55,-3,4,1,4,2,2,6
060816107004000,-34,1.6666666666666667,51,85,-2,1.3333333333333333,6,8,6,37,16
060816107004005,-34,1.1478260869565218,230,264,-20,1.3125,64,84,38,67,46
060816103032021,-38,5.75,8,46,-1,Inf,0,1,2,5,9
060816103041004,-38,1.3220338983050848,118,156,-1,1.1111111111111112,9,10,8,15,18
060816100003015,-39,1.4285714285714286,91,130,-5,2.25,4,9,11,17,16
060816103041003,-42,1.646153846153846,65,107,-8,5,2,10,9,11,11
060816103041014,-43,1.6056338028169015,71,114,-7,3.3333333333333335,3,10,16,6,19
060816103041006,-45,1.4639175257731958,97,142,-6,1.4615384615384615,13,19,11,12,18
060816102021003,-46,1.2674418604651163,172,218,-31,1.4366197183098592,71,102,24,39,21
060816103034000,-56,1.1382716049382715,405,461,-32,3.4615384615384617,13,45,35,86,102
060816103033013,-63,1.443661971830986,142,205,-6,7,1,7,35,17,16
060816112001016,-74,Inf,0,74,-14,Inf,0,14,10,14,14
060816103043001,-75,1.3504672897196262,214,289,0,1,76,76,25,43,58
060816103041009,-91,1.6546762589928057,139,230,-13,2.0833333333333335,12,25,22,20,32
060816103022016,-103,1.1535022354694486,671,774,-15,1.46875,32,47,53,239,204
060816102022011,-109,Inf,0,109,-11,Inf,0,11,13,68,18
060816103032002,-153,1.3415178571428572,448,601,-13,1.7647058823529411,17,30,64,68,66
060816103032007,-166,7.916666666666667,24,190,-23,24,1,24,19,46,34
060816103021005,-286,1.689156626506024,415,701,-115,1.7516339869281046,153,268,89,101,86
060816097001013,NA,NA,10,NA,NA,NA,1,NA,NA,NA,NA
060816097002004,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816100001012,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA
060816100001013,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816100001014,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816100001018,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816100003000,NA,NA,7,NA,NA,NA,2,NA,NA,NA,NA
060816100003001,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816100003009,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816100003011,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816101001011,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816101001017,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816101001025,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816101002003,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102011001,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102011002,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102011003,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102011004,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102011005,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102011006,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA
060816102011007,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA
060816102011008,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102011011,NA,NA,10,NA,NA,NA,3,NA,NA,NA,NA
060816102011012,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102011014,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102012010,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102013002,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102013010,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021000,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021002,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021005,NA,NA,8,NA,NA,NA,2,NA,NA,NA,NA
060816102021006,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021007,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021008,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021009,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021010,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021011,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021012,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021013,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021014,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021015,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021017,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021022,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021023,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021024,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102021028,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022001,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022002,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022004,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022006,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022007,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022012,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022013,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022014,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022015,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022016,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022019,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022021,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022022,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022023,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022024,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022030,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022032,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022033,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022036,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA
060816102022037,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022038,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022041,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022044,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022047,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022048,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022049,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022051,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022052,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022053,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102022054,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031000,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031001,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031011,NA,NA,7,NA,NA,NA,4,NA,NA,NA,NA
060816102031014,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031015,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA
060816102031016,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031017,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031018,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031021,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031022,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA
060816102031023,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031024,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031025,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031026,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031027,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031028,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031030,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031032,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031033,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102031034,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816102032000,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103021000,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103021001,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103021002,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103021003,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103021004,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103021006,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103021007,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103021008,NA,NA,32,NA,NA,NA,9,NA,NA,NA,NA
060816103021009,NA,NA,35,NA,NA,NA,15,NA,NA,NA,NA
060816103021010,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
060816103021011,NA,NA,35,NA,NA,NA,12,NA,NA,NA,NA
060816103021012,NA,NA,18,NA,NA,NA,4,NA,NA,NA,NA
